id,name,set,num,raw,psa8,n8,psa9,n9,psa10,n10,conf10,hot,updated,img
84489,Crobat (Prime),Unleashed,84/95,61.32,59.9,27,582.5,14,,0,,1,2026-08-18,84489
84494,Crobat G,Platinum,47/127,3.68,,0,29.99,1,,0,,0,2026-08-18,84494
84497,Croconaw,Expedition,074/165,10.97,35,1,33.83,2,,0,,0,2026-08-18,84497
84518,Crystal Energy,Aquapolis,146/147,4.35,,0,,0,,0,,0,2026-08-18,84518
84528,Cubone,Aquapolis,072/147,24.01,,0,,0,,0,,0,2026-08-18,84528
84535,Cubone,Triumphant,60/102,6.85,49.5,4,,0,,0,,0,2026-08-18,84535
84542,Cyclone Energy,Stormfront,94/100,0.67,,0,,0,,0,,0,2026-08-18,84542
84557,Cyrus's Conspiracy,Platinum,105/127,3.45,,0,,0,,0,,0,2026-08-18,84557
84675,Darkness Cube 01,Aquapolis,119/147,1.66,12.5,1,24.27,1,,0,,0,2026-08-18,84675
84693,Darkness Energy (Special),Undaunted,79/90,0.74,,0,,0,,0,,0,2026-08-18,84693
84727,Defender,Undaunted,72/90,0.24,,0,,0,,0,,0,2026-08-18,84727
84741,Delcatty,Platinum,4/127,11.32,24.49,4,59.99,6,,0,,0,2026-08-18,84741
84780,Department Store Girl,Arceus,85/99,0.71,,0,,0,,0,,0,2026-08-18,84780
84785,Dewgong (H6),Skyridge,H06/H32,359.1,500,1,605,1,,0,,0,2026-08-18,84785
84824,Diglett,Platinum,72/127,0.48,,0,,0,,0,,0,2026-08-18,84824
84826,Diglett,Triumphant,61/102,0.62,26.85,1,,0,,0,,0,2026-08-18,84826
84844,Ditto,Triumphant,17/102,23.93,43.5,2,,0,,0,,0,2026-08-18,84844
84848,Dodrio,Aquapolis,046/147,13.53,,0,,0,,0,,0,2026-08-18,84848
84854,Dodrio,Undaunted,11/90,0.77,,0,,0,,0,,0,2026-08-18,84854
84865,Doduo,Undaunted,45/90,0.39,,0,,0,,0,,0,2026-08-18,84865
84869,Dome Fossil,Arceus,92/99,0.35,,0,,0,,0,,0,2026-08-18,84869
84898,Dragonair,Expedition,075/165,17.17,,0,,0,,0,,0,2026-08-18,84898
84901,Dragonair,Triumphant,32/102,3.91,17.5,1,31,4,,0,,0,2026-08-18,84901
84910,Dragonite (9),Expedition,009/165,799.69,1600,13,2875,6,,0,,1,2026-08-18,84910
84923,Drapion,Stormfront,15/100,1.14,,0,,0,,0,,0,2026-08-18,84923
84926,Drapion LV.X,Platinum,123/127,50.09,100,15,380,7,,0,,1,2026-08-18,84926
84936,Dratini,Triumphant,62/102,1.23,12,1,20,1,,0,,0,2026-08-18,84936
84945,Drifblim,Stormfront,16/100,2.21,,0,,0,,0,,0,2026-08-18,84945
84948,Drifblim,Undaunted,12/90,0.74,,0,,0,,0,,0,2026-08-18,84948
84957,Drifloon,Stormfront,58/100,0.44,,0,,0,,0,,0,2026-08-18,84957
84958,Drifloon (Shiny),Stormfront,SH1,70,171.245,16,1291.66,3,,0,,1,2026-08-18,84958
84960,Drifloon,Undaunted,46/90,0.39,,0,,0,,0,,0,2026-08-18,84960
84971,Drowzee (74a),Aquapolis,074a/147,6.02,,0,,0,,0,,0,2026-08-18,84971
84972,Drowzee (74b),Aquapolis,074b/147,6.08,,0,,0,,0,,0,2026-08-18,84972
84988,Dual Ball,Unleashed,72/95,0.87,,0,,0,,0,,0,2026-08-18,84988
84996,Dugtrio (10),Expedition,010/165,76.75,,0,,0,,0,,0,2026-08-18,84996
85003,Dugtrio,Platinum,24/127,0.71,,0,,0,,0,,0,2026-08-18,85003
85004,Dugtrio,Triumphant,19/102,1.08,,0,,0,,0,,0,2026-08-18,85004
85006,Dunsparce,Skyridge,053/144,49.13,,0,46.99,1,,0,,0,2026-08-18,85006
85011,Dunsparce,Platinum,73/127,0.32,,0,,0,,0,,0,2026-08-18,85011
85013,Dunsparce,Unleashed,29/95,0.5,,0,,0,,0,,0,2026-08-18,85013
85029,Dusclops (34),Stormfront,34/100,0.72,,0,,0,,0,,0,2026-08-18,85029
85030,Dusclops (35),Stormfront,35/100,0.77,,0,,0,,0,,0,2026-08-18,85030
85037,Dusknoir (1),Stormfront,1/100,12.27,36,7,52.29,8,,0,,1,2026-08-18,85037
85038,Dusknoir (17),Stormfront,17/100,1.25,,0,,0,,0,,0,2026-08-18,85038
85052,Duskull (59),Stormfront,59/100,0.48,,0,,0,,0,,0,2026-08-18,85052
85053,Duskull (60),Stormfront,60/100,1.22,,0,,0,,0,,0,2026-08-18,85053
85054,Duskull (Shiny),Stormfront,SH2,101.28,269.99,16,823.9449999999999,7,,0,,1,2026-08-18,85054
85058,Dustox,Platinum,25/127,2.56,,0,,0,,0,,0,2026-08-18,85058
85080,Eevee,Aquapolis,075/147,39.28,36,4,95,6,,0,,0,2026-08-18,85080
85088,Eevee (48),Undaunted,48/90,4.72,29.95,5,34.99,3,,0,,0,2026-08-18,85088
85116,Electabuzz,Platinum,128/127,21.66,34.975,9,181.315,3,,0,,1,2026-08-18,85116
85117,Electabuzz,Triumphant,33/102,0.76,,0,,0,,0,,0,2026-08-18,85117
85123,Electivire,Triumphant,20/102,1.92,200,1,276.71,2,,0,,0,2026-08-18,85123
85141,Electrike,Platinum,74/127,0.41,,0,,0,,0,,0,2026-08-18,85141
85142,Electrike (62),Arceus,62/99,0.43,,0,,0,,0,,0,2026-08-18,85142
85143,Electrike (63),Arceus,63/99,0.27,,0,,0,,0,,0,2026-08-18,85143
85148,Electrode,Aquapolis,008/147,14.58,20.5,1,24.93,1,,0,,0,2026-08-18,85148
85157,Electrode (36),Stormfront,36/100,0.43,,0,,0,,0,,0,2026-08-18,85157
85158,Electrode (37),Stormfront,37/100,0.62,,0,,0,,0,,0,2026-08-18,85158
85159,Electrode,Triumphant,34/102,0.37,,0,,0,,0,,0,2026-08-18,85159
85172,Elekid,Triumphant,21/102,3.42,,0,,0,,0,,0,2026-08-18,85172
85187,Emcee's Chatter,Unleashed,73/95,0.38,,0,,0,,0,,0,2026-08-18,85187
85199,Empoleon,Stormfront,2/100,11.9,39.99,8,136.5,3,,0,,0,2026-08-18,85199
85200,Empoleon,Platinum,26/127,3.03,,0,,0,,0,,0,2026-08-18,85200
85212,Energy Exchanger,Undaunted,73/90,0.32,,0,,0,,0,,0,2026-08-18,85212
85214,Energy Link,Stormfront,83/100,0.39,,0,,0,,0,,0,2026-08-18,85214
85221,Energy Removal 2,Expedition,140/165,1.62,,0,29.990000000000002,2,,0,,0,2026-08-18,85221
85229,Energy Restore,Arceus,86/99,0.21,,0,,0,,0,,0,2026-08-18,85229
85234,Energy Returner,Unleashed,74/95,0.31,,0,,0,,0,,0,2026-08-18,85234
85258,Energy Switch,Stormfront,84/100,0.42,,0,,0,,0,,0,2026-08-18,85258
85264,Engineer's Adjustments,Unleashed,75/95,0.37,,0,,0,,0,,0,2026-08-18,85264
85267,Entei (H8),Aquapolis,H08/H32,144.99,402.5,18,913,5,,0,,1,2026-08-18,85267
85276,Entei & Raikou Legend (bottom),Unleashed,91/95,108.9,235.32500000000002,10,575,7,,0,,1,2026-08-18,85276
85318,Espeon,Aquapolis,011/147,133.73,,0,,0,,0,,0,2026-08-18,85318
85345,Exeggcute (77),Aquapolis,077/147,8.24,,0,,0,,0,,0,2026-08-18,85345
85354,Exeggutor (12),Aquapolis,012/147,8.85,,0,,0,,0,,0,2026-08-18,85354
85356,Exeggutor (13),Aquapolis,013/147,36.42,,0,,0,,0,,0,2026-08-18,85356
85369,Expert Belt,Arceus,87/99,0.83,,0,,0,,0,,0,2026-08-18,85369
85383,Farfetch'd,Skyridge,055/144,45.29,62,1,,0,,0,,0,2026-08-18,85383
85387,Farfetch'd,Stormfront,38/100,0.72,,0,,0,,0,,0,2026-08-18,85387
85399,Fearow,Unleashed,15/95,0.61,,0,,0,,0,,0,2026-08-18,85399
85414,Feraligatr (12),Expedition,012/165,331.83,530,7,1310,1,,0,,0,2026-08-18,85414
85416,Feraligatr (47),Expedition,047/165,38.42,65,1,120,1,,0,,0,2026-08-18,85416
85450,Finneon,Stormfront,61/100,0.28,,0,,0,,0,,0,2026-08-18,85450
85477,Flaaffy,Aquapolis,047/147,14.5,,0,41,1,,0,,0,2026-08-18,85477
85481,Flaaffy,Platinum,48/127,1.35,,0,,0,,0,,0,2026-08-18,85481
85490,Flareon (H7),Skyridge,H07/H32,589.89,,0,,0,,0,,0,2026-08-18,85490
85498,Flareon,Undaunted,26/90,11.3,30,3,50,5,,0,,0,2026-08-18,85498
85515,Floatzel,Unleashed,16/95,0.97,,0,,0,,0,,0,2026-08-18,85515
85519,Flower Shop Lady,Undaunted,74/90,3.12,,0,,0,,0,,0,2026-08-18,85519
85543,Forretress (H8),Skyridge,H08/H32,229.99,59.99,13,387.5,5,,0,,1,2026-08-18,85543
85546,Forretress (56),Skyridge,056/144,6.54,34.91,1,50,1,,0,,0,2026-08-18,85546
85551,Forretress (3),Undaunted,3/90,3.62,40,1,49.5,4,,0,,0,2026-08-18,85551
85552,Forretress (13),Undaunted,13/90,0.69,,0,,0,,0,,0,2026-08-18,85552
85573,Froslass,Arceus,2/99,8.07,66.14,3,33.99,5,,0,,0,2026-08-18,85573
85603,Galactic HQ,Platinum,106/127,0.43,,0,,0,,0,,0,2026-08-18,85603
85653,Gastly,Stormfront,62/100,3.65,,0,75,1,,0,,0,2026-08-18,85653
85654,Gastly (36),Arceus,36/99,1.39,,0,,0,,0,,0,2026-08-18,85654
85655,Gastly (64),Arceus,64/99,0.75,,0,,0,,0,,0,2026-08-18,85655
85656,Gastly,Triumphant,63/102,4.45,13.5,1,38.99,1,,0,,0,2026-08-18,85656
85668,Gengar (H9),Skyridge,H09/H32,,,0,6299,19,,0,,1,2026-08-18,85668
85693,Geodude,Arceus,65/99,0.37,,0,,0,,0,,0,2026-08-18,85693
85742,Giratina LV.X,Platinum,124/127,159.26,399.9,25,700,20,,0,,1,2026-08-18,85742
85756,Glalie,Arceus,18/99,0.99,,0,,0,,0,,0,2026-08-18,85756
85763,Gligar,Skyridge,059/144,6.28,,0,115,1,,0,,0,2026-08-18,85763
85768,Gligar,Undaunted,49/90,0.39,,0,,0,,0,,0,2026-08-18,85768
85780,Gloom,Aquapolis,049/147,29.83,,0,,0,,0,,0,2026-08-18,85780
85781,Gloom,Expedition,078/165,8.47,,0,,0,,0,,0,2026-08-18,85781
85786,Gloom,Undaunted,27/90,1.13,,0,,0,,0,,0,2026-08-18,85786
85797,Golbat,Unleashed,30/95,0.65,,0,,0,,0,,0,2026-08-18,85797
85804,Goldeen,Aquapolis,078/147,6.1,,0,30,1,,0,,0,2026-08-18,85804
85813,Golduck (50a),Aquapolis,050a/147,17.62,,0,,0,,0,,0,2026-08-18,85813
85814,Golduck (50b),Aquapolis,050b/147,17.86,,0,,0,,0,,0,2026-08-18,85814
85816,Golduck,Platinum,29/127,1.44,,0,,0,,0,,0,2026-08-18,85816
85821,Golem (14),Expedition,014/165,52.81,148.75,8,232.495,5,,0,,1,2026-08-18,85821
85824,Golem (49),Expedition,049/165,11.47,,0,,0,,0,,0,2026-08-18,85824
85840,Good Rod,Unleashed,76/95,0.36,,0,,0,,0,,0,2026-08-18,85840
85888,Graveler,Expedition,079/165,6.49,,0,,0,,0,,0,2026-08-18,85888
85894,Graveler,Arceus,37/99,1.22,17.5,1,25,1,,0,,0,2026-08-18,85894
85898,Great Ball,Stormfront,85/100,0.49,,0,,0,,0,,0,2026-08-18,85898
85912,Grimer,Platinum,75/127,0.5,,0,,0,,0,,0,2026-08-18,85912
85913,Grimer,Undaunted,50/90,0.34,,0,,0,,0,,0,2026-08-18,85913
85918,Grotle,Platinum,49/127,0.63,,0,,0,,0,,0,2026-08-18,85918
85919,Grotle,Unleashed,31/95,1.15,,0,,0,,0,,0,2026-08-18,85919
85943,Grovyle (38),Arceus,38/99,0.8,,0,,0,,0,,0,2026-08-18,85943
85944,Grovyle (39),Arceus,39/99,0.71,,0,,0,,0,,0,2026-08-18,85944
85971,Grumpig,Triumphant,23/102,0.59,,0,,0,,0,,0,2026-08-18,85971
85978,Gulpin (40),Arceus,40/99,2.27,,0,,0,,0,,0,2026-08-18,85978
85979,Gulpin (66),Arceus,66/99,0.43,,0,,0,,0,,0,2026-08-18,85979
86008,Happiny,Platinum,76/127,9.11,,0,,0,,0,,0,2026-08-18,86008
86015,Hariyama,Arceus,20/99,0.72,,0,,0,,0,,0,2026-08-18,86015
86016,Hariyama,Undaunted,14/90,4.3,,0,,0,,0,,0,2026-08-18,86016
86028,Haunter,Stormfront,40/100,4.55,,0,61,1,,0,,0,2026-08-18,86028
86029,Haunter (41),Arceus,41/99,9.34,33.99,2,,0,,0,,0,2026-08-18,86029
86031,Haunter,Triumphant,35/102,12.19,58.75,2,50.475,2,,0,,0,2026-08-18,86031
86040,Healing Berry,Aquapolis,125/147,2.63,6.745,2,,0,,0,,0,2026-08-18,86040
86050,Heatran,Arceus,3/99,3.21,29,3,49.980000000000004,2,,0,,0,2026-08-18,86050
86058,Helix Fossil,Arceus,93/99,0.34,,0,,0,,0,,0,2026-08-18,86058
86061,Heracross,Skyridge,064/144,21.03,,0,,0,,0,,0,2026-08-18,86061
86091,Hitmonchan,Aquapolis,081/147,23.54,,0,49.99,1,,0,,0,2026-08-18,86091
86095,Hitmonchan,Undaunted,51/90,0.41,,0,,0,,0,,0,2026-08-18,86095
86104,Hitmonlee,Expedition,081/165,5.11,27,1,38.57,2,,0,,0,2026-08-18,86104
86107,Hitmonlee,Undaunted,52/90,0.64,14,1,,0,,0,,0,2026-08-18,86107
86161,Honchkrow (15),Undaunted,15/90,0.92,,0,,0,,0,,0,2026-08-18,86161
86162,Honchkrow (16),Undaunted,16/90,0.5,,0,,0,,0,,0,2026-08-18,86162
86164,Honchkrow G,Platinum,77/127,0.51,,0,10.5,1,,0,,0,2026-08-18,86164
86187,Horsea (85),Aquapolis,085/147,8.1,,0,,0,,0,,0,2026-08-18,86187
86192,Horsea,Unleashed,49/95,0.48,,0,,0,,0,,0,2026-08-18,86192
86215,Houndoom G,Platinum,50/127,2.9,,0,152.5,1,,0,,0,2026-08-18,86215
86221,Houndour (86),Aquapolis,086/147,6.15,,0,,0,,0,,0,2026-08-18,86221
86222,Houndour (87),Aquapolis,087/147,9.76,,0,,0,,0,,0,2026-08-18,86222
86230,Houndour (53),Undaunted,53/90,0.69,,0,,0,,0,,0,2026-08-18,86230
86231,Houndour (54),Undaunted,54/90,0.46,,0,28.745,2,,0,,0,2026-08-18,86231
86249,Hypno,Aquapolis,016/147,32.19,,0,49.99,1,,0,,0,2026-08-18,86249
86258,Igglybuff,Skyridge,067/144,42.16,,0,49,1,,0,,0,2026-08-18,86258
86268,Illumise,Triumphant,64/102,0.37,,0,,0,,0,,0,2026-08-18,86268
86273,Indigo Plateau,Triumphant,86/102,0.71,,0,,0,,0,,0,2026-08-18,86273
86286,Interviewer's Questions,Unleashed,77/95,0.3,,0,,0,,0,,0,2026-08-18,86286
86345,Jolteon,Undaunted,28/90,6.43,,0,35.75,2,,0,,0,2026-08-18,86345
86364,Jumpluff,Aquapolis,017/147,27.57,17.5,1,,0,,0,,0,2026-08-18,86364
86369,Junk Arm,Triumphant,87/102,3.08,5.5,1,,0,,0,,0,2026-08-18,86369
86370,Jynx,Aquapolis,018/147,30.73,,0,41.99,1,,0,,0,2026-08-18,86370
86387,Kabuto,Arceus,67/99,0.53,,0,,0,,0,,0,2026-08-18,86387
86406,Kadabra,Expedition,084/165,9.49,,0,,0,,0,,0,2026-08-18,86406
86410,Kakuna,Skyridge,070/144,9.9,,0,35.75,2,,0,,0,2026-08-18,86410
86415,Kakuna,Unleashed,32/95,0.52,,0,,0,,0,,0,2026-08-18,86415
86420,Kangaskhan,Aquapolis,088/147,11.73,,0,,0,,0,,0,2026-08-18,86420
86423,Kangaskhan,Triumphant,36/102,0.7,,0,,0,,0,,0,2026-08-18,86423
86447,Kingdra,Unleashed,17/95,3.92,19.99,1,14,1,,0,,0,2026-08-18,86447
86468,Kirlia,Platinum,51/127,1.05,,0,,0,,0,,0,2026-08-18,86468
86528,Kricketot,Platinum,78/127,0.33,,0,,0,,0,,0,2026-08-18,86528
86530,Kricketot,Triumphant,65/102,0.81,,0,,0,,0,,0,2026-08-18,86530
86533,Kricketune,Platinum,32/127,1.19,,0,,0,,0,,0,2026-08-18,86533
86534,Kricketune,Triumphant,24/102,2.79,,0,,0,,0,,0,2026-08-18,86534
86553,Kyogre & Groudon Legend (Bottom),Undaunted,88/90,292,559.5,18,600,7,,0,,1,2026-08-18,86553
86554,Kyogre & Groudon Legend (Top),Undaunted,87/90,208.93,420.62,20,949,4,,0,,1,2026-08-18,86554
86582,Lairon,Undaunted,29/90,0.47,,0,,0,,0,,0,2026-08-18,86582
86583,Lairon,Triumphant,37/102,0.33,,0,,0,,0,,0,2026-08-18,86583
86610,Lanturn,Unleashed,18/95,1.01,,0,,0,,0,,0,2026-08-18,86610
86619,Lapras,Platinum,79/127,2.49,,0,,0,,0,,0,2026-08-18,86619
86634,Larvitar,Aquapolis,089/147,9.26,,0,74.99,1,,0,,0,2026-08-18,86634
86643,Larvitar,Stormfront,63/100,6.29,,0,,0,,0,,0,2026-08-18,86643
86644,Larvitar (50),Unleashed,50/95,0.7,,0,,0,,0,,0,2026-08-18,86644
86645,Larvitar (51),Unleashed,51/95,0.46,,0,,0,,0,,0,2026-08-18,86645
86680,Leafeon,Undaunted,17/90,12.35,52.495,2,26.69,1,,0,,0,2026-08-18,86680
86701,Ledyba (72),Skyridge,072/144,15.97,,0,67.01,1,,0,,0,2026-08-18,86701
86709,Legend Box,Undaunted,75/90,0.35,,0,,0,,0,,0,2026-08-18,86709
86711,Level Max,Platinum,107/127,0.46,,0,,0,,0,,0,2026-08-18,86711
86713,Lickilicky,Platinum,33/127,1.59,,0,,0,,0,,0,2026-08-18,86713
86714,Lickilicky,Triumphant,38/102,0.56,,0,,0,,0,,0,2026-08-18,86714
86722,Lickitung,Platinum,80/127,9.5,,0,51.99,1,,0,,0,2026-08-18,86722
86723,Lickitung,Triumphant,66/102,0.39,,0,,0,,0,,0,2026-08-18,86723
86732,Life Herb,Platinum,108/127,0.31,,0,,0,,0,,0,2026-08-18,86732
86733,Life Herb,Unleashed,79/95,0.25,,0,,0,,0,,0,2026-08-18,86733
86754,Lightning Cube 01,Aquapolis,127/147,1.63,,0,23.5,1,,0,,0,2026-08-18,86754
86820,Lombre,Platinum,52/127,0.56,,0,,0,,0,,0,2026-08-18,86820
86822,Looker's Investigation,Platinum,109/127,0.99,,0,,0,,0,,0,2026-08-18,86822
86827,Lopunny,Arceus,21/99,7.13,,0,,0,,0,,0,2026-08-18,86827
86837,Lotad,Platinum,81/127,0.32,,0,,0,,0,,0,2026-08-18,86837
86838,Lotad (Shiny),Platinum,SH4,64.5,141.9,15,575.89,6,,0,,1,2026-08-18,86838
86878,Lucario,Platinum,53/127,6.67,17.4,1,,0,,0,,0,2026-08-18,86878
86880,Lucario,Unleashed,19/95,5.91,,0,9.5,1,,0,,0,2026-08-18,86880
86892,Lucky Egg,Arceus,88/99,0.61,,0,,0,,0,,0,2026-08-18,86892
86900,Ludicolo,Platinum,34/127,2.01,,0,,0,,0,,0,2026-08-18,86900
86922,Lumineon,Stormfront,4/100,4.76,25.494999999999997,7,75,11,,0,,1,2026-08-18,86922
86937,Luvdisc,Platinum,35/127,1.41,,0,,0,,0,,0,2026-08-18,86937
86938,Luvdisc,Triumphant,39/102,0.56,,0,,0,,0,,0,2026-08-18,86938
86942,Luxio,Arceus,43/99,0.5,,0,,0,,0,,0,2026-08-18,86942
86953,Luxury Ball,Stormfront,86/100,1.84,,0,34.99,1,,0,,0,2026-08-18,86953
86960,Machamp (16),Expedition,016/165,133.59,,0,249,2,,0,,0,2026-08-18,86960
86962,Machamp (51),Expedition,051/165,8.72,,0,25,1,,0,,0,2026-08-18,86962
86966,Machamp,Stormfront,20/100,6.54,18.99,1,,0,,0,,0,2026-08-18,86966
86967,Machamp,Triumphant,26/102,1.7,,0,49.57,1,,0,,0,2026-08-18,86967
86983,Machoke,Stormfront,41/100,2.89,,0,,0,,0,,0,2026-08-18,86983
86984,Machoke,Triumphant,40/102,0.35,,0,,0,,0,,0,2026-08-18,86984
86989,Machop,Skyridge,074/144,15.99,,0,40,1,,0,,0,2026-08-18,86989
86997,Machop,Stormfront,64/100,0.31,,0,,0,,0,,0,2026-08-18,86997
86998,Machop,Triumphant,67/102,0.29,,0,,0,,0,,0,2026-08-18,86998
87006,Magby,Triumphant,41/102,0.9,,0,,0,,0,,0,2026-08-18,87006
87017,Magcargo,Undaunted,6/90,30.51,29.99,5,44.99,1,,0,,0,2026-08-18,87017
87050,Magmar,Unleashed,52/95,0.4,,0,,0,,0,,0,2026-08-18,87050
87051,Magmar,Triumphant,42/102,0.48,,0,,0,,0,,0,2026-08-18,87051
87060,Magmortar,Triumphant,27/102,1.36,,0,,0,,0,,0,2026-08-18,87060
87071,Magnemite (91),Aquapolis,091/147,6.39,18.52,1,,0,,0,,0,2026-08-18,87071
87082,Magnemite (66),Stormfront,66/100,0.4,,0,,0,,0,,0,2026-08-18,87082
87083,Magnemite (67),Stormfront,67/100,0.44,,0,,0,,0,,0,2026-08-18,87083
87085,Magnemite,Triumphant,68/102,0.46,,0,,0,,0,,0,2026-08-18,87085
87108,Magneton (42),Stormfront,42/100,0.72,,0,,0,,0,,0,2026-08-18,87108
87109,Magneton (43),Stormfront,43/100,0.67,,0,,0,,0,,0,2026-08-18,87109
87110,Magneton,Triumphant,43/102,0.47,,0,,0,,0,,0,2026-08-18,87110
87114,Magnezone (5),Stormfront,5/100,2.57,33,7,127,3,,0,,0,2026-08-18,87114
87132,Makuhita,Arceus,68/99,0.3,,0,,0,,0,,0,2026-08-18,87132
87133,Makuhita,Undaunted,55/90,1.28,,0,,0,,0,,0,2026-08-18,87133
87139,Mamoswine,Stormfront,21/100,1.89,,0,,0,,0,,0,2026-08-18,87139
87163,Manectric (22),Arceus,22/99,0.62,,0,,0,,0,,0,2026-08-18,87163
87164,Manectric (44),Arceus,44/99,0.35,,0,,0,,0,,0,2026-08-18,87164
87176,Mankey,Unleashed,53/95,0.78,,0,,0,,0,,0,2026-08-18,87176
87203,Mareep,Platinum,82/127,11.46,,0,,0,,0,,0,2026-08-18,87203
87212,Marill,Aquapolis,053/147,24.74,150,1,,0,,0,,0,2026-08-18,87212
87215,Marill,Expedition,120/165,6.61,35.495000000000005,2,59.995000000000005,2,,0,,0,2026-08-18,87215
87223,Marley's Request,Stormfront,87/100,0.51,,0,,0,,0,,0,2026-08-18,87223
87225,Marowak,Aquapolis,054/147,13.74,,0,,0,,0,,0,2026-08-18,87225
87252,Master Ball,Expedition,143/165,2.48,7.07,1,79.99,1,,0,,0,2026-08-18,87252
87263,Mawile,Undaunted,56/90,0.57,,0,,0,,0,,0,2026-08-18,87263
87288,Meganium (18),Expedition,018/165,180.01,214.995,4,224.95,1,,0,,0,2026-08-18,87288
87289,Meganium (53),Expedition,053/165,14.24,12.25,3,36,1,,0,,0,2026-08-18,87289
87290,Meganium (54),Expedition,054/165,12.85,,0,,0,,0,,0,2026-08-18,87290
87306,Memory Berry,Platinum,110/127,0.4,,0,,0,,0,,0,2026-08-18,87306
87340,Metagross,Unleashed,4/95,16.17,39.99,7,105.99,5,,0,,1,2026-08-18,87340
87341,Metagross,Undaunted,18/90,2.89,,0,,0,,0,,0,2026-08-18,87341
87366,Metal Energy (Special),Undaunted,80/90,0.67,,0,,0,,0,,0,2026-08-18,87366
87369,Metal Energy,Aquapolis,143/147,8.12,,0,,0,,0,,0,2026-08-18,87369
87381,Metang,Unleashed,33/95,0.39,,0,,0,,0,,0,2026-08-18,87381
87382,Metang,Undaunted,30/90,0.38,,0,,0,,0,,0,2026-08-18,87382
87388,Metapod,Expedition,087/165,8.84,14.5,1,44.99,1,,0,,0,2026-08-18,87388
87396,Mew (19),Expedition,019/165,440,1825.495,16,11049.5,5,,0,,1,2026-08-18,87396
87418,Mewtwo (20),Expedition,020/165,409.05,575,5,2249.995,6,,0,,0,2026-08-18,87418
87420,Mewtwo (56),Expedition,056/165,81.97,60,1,,0,,0,,0,2026-08-18,87420
87435,Miasma Valley,Platinum,111/127,0.37,,0,,0,,0,,0,2026-08-18,87435
87448,Mightyena,Platinum,54/127,0.83,,0,,0,,0,,0,2026-08-18,87448
87462,Miltank,Aquapolis,094/147,9.26,,0,,0,,0,,0,2026-08-18,87462
87465,Miltank,Stormfront,44/100,0.78,,0,,0,,0,,0,2026-08-18,87465
87491,Minun,Unleashed,34/95,5.74,,0,,0,,0,,0,2026-08-18,87491
87498,Miracle Sphere Beta,Skyridge,130/144,2.95,,0,51,1,,0,,0,2026-08-18,87498
87499,Miracle Sphere Gamma,Skyridge,131/144,3.19,,0,,0,,0,,0,2026-08-18,87499
87508,Misdreavus,Stormfront,68/100,0.57,,0,,0,,0,,0,2026-08-18,87508
87509,Misdreavus,Platinum,83/127,0.37,,0,,0,,0,,0,2026-08-18,87509
87510,Misdreavus,Unleashed,54/95,0.38,,0,,0,,0,,0,2026-08-18,87510
87511,Misdreavus,Undaunted,57/90,0.43,,0,,0,,0,,0,2026-08-18,87511
87515,Mismagius,Stormfront,7/100,8.2,28.85,4,91.5,4,,0,,0,2026-08-18,87515
87516,Mismagius,Platinum,55/127,0.53,,0,,0,,0,,0,2026-08-18,87516
87518,Mismagius,Undaunted,19/90,2.05,,0,14.11,1,,0,,0,2026-08-18,87518
87572,Monferno,Platinum,56/127,0.88,,0,,0,,0,,0,2026-08-18,87572
87583,Mothim,Arceus,6/99,3.64,18.5,5,36.475,8,,0,,1,2026-08-18,87583
87620,Muk,Aquapolis,023/147,17.54,,0,51,1,,0,,0,2026-08-18,87620
87624,Muk,Platinum,57/127,0.75,,0,,0,,0,,0,2026-08-18,87624
87625,Muk,Undaunted,31/90,0.6,,0,,0,,0,,0,2026-08-18,87625
87635,Multi Technical Machine 01,Expedition,144/165,2.15,,0,8.5,1,,0,,0,2026-08-18,87635
87649,Murkrow,Skyridge,079/144,24.02,26.79,1,42.38,1,,0,,0,2026-08-18,87649
87655,Murkrow (58),Undaunted,58/90,0.42,,0,,0,,0,,0,2026-08-18,87655
87656,Murkrow (59),Undaunted,59/90,0.45,,0,,0,,0,,0,2026-08-18,87656
87670,Mystery Plate Alpha,Skyridge,133/144,5.3,,0,26.03,2,,0,,0,2026-08-18,87670
87673,Mystery Plate Gamma,Skyridge,135/144,5.06,,0,15,1,,0,,0,2026-08-18,87673
87683,Natu,Skyridge,080/144,4.71,,0,,0,,0,,0,2026-08-18,87683
87687,Natu,Unleashed,55/95,0.47,,0,,0,,0,,0,2026-08-18,87687
87710,Nidoqueen,Triumphant,28/102,2.09,,0,34.99,1,,0,,0,2026-08-18,87710
87714,Nidoran F (81),Skyridge,081/144,32.52,,0,,0,,0,,0,2026-08-18,87714
87716,Nidoran F (82),Skyridge,082/144,20.84,,0,,0,,0,,0,2026-08-18,87716
87720,Nidoran F,Triumphant,69/102,0.3,,0,,0,,0,,0,2026-08-18,87720
87725,Nidoran M,Aquapolis,096/147,10.57,,0,,0,,0,,0,2026-08-18,87725
87729,Nidoran M,Triumphant,70/102,0.33,,0,,0,,0,,0,2026-08-18,87729
87734,Nidorina,Skyridge,083/144,10.94,,0,,0,,0,,0,2026-08-18,87734
87738,Nidorina,Triumphant,45/102,0.53,,0,,0,,0,,0,2026-08-18,87738
87742,Nidorino,Aquapolis,055/147,6.29,,0,,0,,0,,0,2026-08-18,87742
87765,Ninetales (21),Expedition,021/165,92,150,1,350,2,,0,,0,2026-08-18,87765
87767,Ninetales (H19),Aquapolis,H19/H32,399.99,500,9,764.975,14,,0,,1,2026-08-18,87767
